Region,Date,Tempmax,Tempmin,Temperature,Feelslikemax,Feelslikemin,Feelslike,Dew,Humidity,Precipitation,Precipprob,Precipcover,Preciptype,Snow,Snowdepth,Windgust,Windspeed,Winddir,Sealevelpressure,Cloudcover,Visibility,Solarradiation,Solarenergy,Uvindex,Severerisk,Sunrise,Sunset,Moonphase,Conditions,Description,Icon,Stations
auvergne rhone alpes,2021-11-13,9.5,2.4,5.9,9.4,1.1,5.5,4.4,90.8,0.085,100,16.67,rain,0,0,17.5,6.5,88.4,1019.9,75.2,5.9,36.1,3,2,,2021-11-13T07:37:47,2021-11-13T17:11:40,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-14,11.3,8,9.4,11.3,6.9,8.5,7.6,89.1,2.027,100,33.33,rain,0,0,32.5,19.7,344,1016.8,97.2,26.3,34.5,2.9,2,,2021-11-14T07:39:11,2021-11-14T17:10:35,0.33,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-15,9.7,7.8,8.7,9.2,5.7,6.8,6.3,84.7,0.018,100,12.5,rain,0,0,28.3,17.6,348.6,1019.8,99.5,17.3,9.5,0.7,1,,2021-11-15T07:40:35,2021-11-15T17:09:32,0.36,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-16,8.4,6.8,7.6,7.6,4.4,6.1,4.8,82.7,0.006,100,4.17,rain,0,0,27.7,13.8,342.5,1022.7,100,22.8,15.6,1.3,1,,2021-11-16T07:41:58,2021-11-16T17:08:31,0.4,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-17,7.4,5.8,6.5,4.7,2.7,3.9,3.4,80.6,0.006,100,4.17,rain,0,0,30.6,19.3,347.8,1025.4,99.6,37.6,20.6,1.7,1,,2021-11-17T07:43:21,2021-11-17T17:07:33,0.43,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-18,11.1,5.2,7.8,11.1,3.4,6.5,4.2,78.1,0.012,100,8.33,rain,0,0,25.8,16.1,355,1030.9,85.1,32.4,55.8,4.7,3,,2021-11-18T07:44:44,2021-11-18T17:06:36,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-11-19,8.8,4.8,6.3,8.2,2.5,5.2,4.3,87.3,0,0,0,,0,0,16,9.4,33.7,1032.4,98.6,9.9,46.8,4.1,2,,2021-11-19T07:46:06,2021-11-19T17:05:42,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-11-20,7.3,4.1,5.1,7.3,1.9,3.9,3.7,90.8,0,0,0,,0,0,14.8,9.6,68.4,1026.5,97.1,4.7,21.5,1.7,1,,2021-11-20T07:47:27,2021-11-20T17:04:50,0.54,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-21,6.1,3.8,4.9,6,2.1,3.9,4.1,94.4,0,0,0,,0,0,23.3,12.5,321.4,1015.2,99.1,4.1,43.5,3.8,2,,2021-11-21T07:48:48,2021-11-21T17:04:00,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-11-22,6.7,4.1,5.3,6.1,0.4,2.6,3,85.2,0,0,0,,0,0,30.6,17.2,346.4,1016.1,100,23.8,12.5,1,1,,2021-11-22T07:50:08,2021-11-22T17:03:12,0.6,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-23,9.3,5.2,6.8,7.5,2.9,4.9,2.6,74.8,0.006,100,4.17,rain,0,0,22.9,13.3,340.1,1022.2,83.7,34,48.7,4.3,3,,2021-11-23T07:51:27,2021-11-23T17:02:27,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-24,8.5,0.9,4.1,8.2,0.9,3.4,1.1,81.6,0,0,0,,0,0,14.8,8.8,7.5,1019.1,71.5,10.7,46,4,3,,2021-11-24T07:52:45,2021-11-24T17:01:44,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-25,5,2.1,3.3,4.8,-2.3,1.6,1.7,89.5,0.982,100,20.83,rain,0,0,32.9,19.5,358.4,1010.8,98,5.4,26.5,2.1,1,,2021-11-25T07:54:03,2021-11-25T17:01:04,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-26,4.5,1.4,2.8,4.5,-3,0.2,0.2,83.6,0.042,100,16.67,"rain,snow",0,0,31.3,18.7,1.2,1006.1,99.2,8.3,26.9,2,2,,2021-11-26T07:55:20,2021-11-26T17:00:26,0.74,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-27,8.2,2.6,5,7.2,-1.7,2,0.2,71.9,0.346,100,16.67,rain,0,0,45.4,29.3,174.5,996.4,90.3,35,47.9,3.7,2,,2021-11-27T07:56:35,2021-11-27T16:59:51,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-28,4.4,1.2,2.7,1.2,-2.5,-0.6,0.7,86.6,10.922,100,70.83,"rain,snow",0,0,44.3,23.2,288.8,1001.4,98.9,25.2,38.5,3.1,2,,2021-11-28T07:57:49,2021-11-28T16:59:18,0.8,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-29,3.6,1.1,2.2,1.9,-3.1,-1.5,-1.1,79.3,0.694,100,25,"rain,snow",0,0,36.8,21.8,320.2,1013.5,97.8,42.9,31.7,2.5,1,,2021-11-29T07:59:03,2021-11-29T16:58:48,0.84,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-11-30,5.4,-2,2,3.6,-4.5,0.4,-1.5,78,0,0,0,,0,0,23.3,13.3,122.9,1025.4,84,25.3,43.5,3.3,2,,2021-11-30T08:00:15,2021-11-30T16:58:20,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E4885,07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-01,7.5,0.8,4.3,5.4,-2,1.5,1,79.3,1.523,100,20.83,rain,0,0,50.5,31.6,171.9,1012.7,88,32.7,20.7,1.5,1,,2021-12-01T08:01:25,2021-12-01T16:57:55,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E4885,07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-02,6.3,0.9,3.7,4.3,-2.8,1.7,1.7,86.5,0.97,100,41.67,rain,0,0,60.1,28.7,334.4,1008.5,89.5,26,30.1,2.7,1,,2021-12-02T08:02:35,2021-12-02T16:57:32,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-03,5.2,-0.6,2.2,5.2,-3.2,0.1,-1.4,77.9,1.851,100,8.33,rain,0,0,28.2,18.1,100.2,1017.8,71.7,32.6,41.3,3.5,2,,2021-12-03T08:03:43,2021-12-03T16:57:12,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-04,10.1,2.7,6.7,10.1,-1.7,3.3,3.6,80.4,4.495,100,54.17,rain,0,0,56,33.9,176.7,1009.4,93.1,37.8,23.8,1.9,1,,2021-12-04T08:04:49,2021-12-04T16:56:55,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-05,7.3,2.5,4.3,5.9,-0.1,2.3,1.5,82.2,3.026,100,58.33,rain,0,0,40.5,17.8,246.1,1008.7,93.4,38.4,32.9,2.8,2,,2021-12-05T08:05:54,2021-12-05T16:56:41,0.04,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-06,5.9,2.6,3.8,5.9,-0.3,2.3,1.6,85.5,2.92,100,41.67,rain,0,0,25.2,14.4,221.7,1016.1,98.2,31.8,28.2,2.5,2,,2021-12-06T08:06:58,2021-12-06T16:56:29,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-07,9.3,1.8,5.4,7.4,-1.2,3,2.4,82,2.689,100,25,rain,0,0,61,35.8,158.9,1013.9,89.6,21.6,45.1,3.7,3,,2021-12-07T08:07:59,2021-12-07T16:56:20,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-08,7.2,4,5.5,4.9,1.9,3.4,3.8,88.6,15.677,100,75,rain,0,0,65.3,38.8,170.2,1003.8,99.2,26.6,23.4,1.9,1,,2021-12-08T08:08:59,2021-12-08T16:56:13,0.14,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-09,7.5,-0.1,3.9,6.4,-2.8,1.9,0.7,80.1,0.041,100,16.67,rain,0,0,26.4,15.7,341.9,1010.9,82.1,40.5,29.6,2.5,2,,2021-12-09T08:09:57,2021-12-09T16:56:10,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-10,7.3,0.5,3.9,3.9,-4.6,-0.1,0.9,81.3,6.406,100,50,"rain,snow",0,0,60,33.8,225.2,1004.2,95.4,35.8,36.8,3.3,2,,2021-12-10T08:10:53,2021-12-10T16:56:09,0.21,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-11,6.3,0.9,3.5,3.8,-1.8,1,0.4,80.4,0.023,100,8.33,rain,0,0,33.1,19.2,343.5,1020.6,77.3,41.4,34.2,3,2,,2021-12-11T08:11:47,2021-12-11T16:56:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-12,5.4,-2.6,1,3.8,-2.8,0.6,-0.7,88.3,0,0,0,,0,0,13.4,8.3,59.3,1029.8,78.2,10.8,44.2,3.8,2,,2021-12-12T08:12:40,2021-12-12T16:56:15,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-13,5.7,2,3,5.7,-0.2,1.7,1,86.9,0,0,0,,0,0,16.4,9.1,75.1,1029.7,87.3,12.9,17.3,1.5,1,,2021-12-13T08:13:30,2021-12-13T16:56:22,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-14,2.2,1,1.6,2.2,-0.9,0.7,1,95.7,0.024,100,12.5,"rain,snow",0,0,15.4,7.6,82.8,1031,100,1.9,23.1,1.8,1,,2021-12-14T08:14:18,2021-12-14T16:56:32,0.34,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-15,2.2,0.3,1.3,1.3,-2.4,-1.2,0.7,95.5,0.008,100,4.17,rain,0,0,22.2,13.8,8.6,1033,99.9,6.8,15.1,1.2,1,,2021-12-15T08:15:04,2021-12-15T16:56:45,0.37,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07475099999,07481099999,E8103,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-16,3.5,2.1,2.8,3.4,0.5,2.5,1.9,93.9,0.008,100,4.17,rain,0,0,15,5.9,63.3,1035.6,100,7.4,10.4,0.8,1,,2021-12-16T08:15:47,2021-12-16T16:57:00,0.41,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-17,7,1.1,3.6,6.9,-0.2,2.9,1.7,88.1,0,0,0,,0,0,17.1,9.2,46.3,1035.1,66,8.9,45,3.7,3,,2021-12-17T08:16:29,2021-12-17T16:57:18,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-18,3.5,1.7,2.4,2.4,0,1.4,1,91,0.008,100,4.17,rain,0,0,14.6,9.8,2.2,1033.8,97.8,6.4,12,1.1,1,,2021-12-18T08:17:08,2021-12-18T16:57:39,0.48,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-19,1.3,-0.8,0.6,1,-3.5,-1,-0.2,94.3,0,0,0,,0,0,18.7,9.5,44.9,1030.9,98.3,3.5,11.8,1,0,,2021-12-19T08:17:45,2021-12-19T16:58:02,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-20,0.8,-0.8,0.2,0.8,-3.9,-2.5,-1,91.7,0,0,0,,0,0,25.1,14.8,358.8,1025.6,100,7.7,12,1,1,,2021-12-20T08:18:19,2021-12-20T16:58:28,0.54,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-21,3.6,-2.7,0.6,2.1,-3.7,-1,-1.8,84.2,0,0,0,,0,0,20.6,11.4,223.5,1023.4,64.6,9,45.9,3.9,3,,2021-12-21T08:18:51,2021-12-21T16:58:56,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-22,1.1,-3.5,-1.6,1.1,-5.6,-2.4,-2.1,96.2,0,0,0,,0,0,13.9,7.3,121.5,1024,76.4,1.4,31.5,2.3,1,,2021-12-22T08:19:20,2021-12-22T16:59:27,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-23,12.1,-0.4,7,12.1,-4.4,4.8,2.3,73.4,0,0,0,,0,0,47.3,28,163.8,1019.4,60.7,33.2,42.9,3.4,3,,2021-12-23T08:19:47,2021-12-23T17:00:01,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-24,12.8,3.3,8.5,12.8,0.8,7.6,6,84.1,0.039,100,8.33,rain,0,0,52.2,29.9,168.8,1012,92.7,28.2,36.2,2.7,2,,2021-12-24T08:20:11,2021-12-24T17:00:37,0.68,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-25,12,5.9,9.1,12,4.7,8.5,7.1,87.2,0.321,100,25,rain,0,0,28,17.8,104.6,1006.2,97.9,22.8,44,3.4,2,,2021-12-25T08:20:33,2021-12-25T17:01:15,0.71,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-26,10.2,4.1,7.2,10.2,2.6,6.5,6.3,93.9,0.648,100,20.83,rain,0,0,14.4,9.7,139.9,1007.9,86.6,6.9,32.7,2.7,1,,2021-12-26T08:20:52,2021-12-26T17:01:56,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2021-12-27,11.1,3.2,7.8,11.1,1.7,6.2,6,88.8,10.171,100,37.5,rain,0,0,47.5,26.8,171.1,1005.8,92.6,28.6,24.5,2,2,,2021-12-27T08:21:09,2021-12-27T17:02:40,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-28,12.3,2.3,8.8,12.3,-0.3,7.5,8.2,88.2,11.826,100,54.17,rain,0,0,50.2,30.3,169.3,1008.5,98.5,33.1,19.1,1.4,1,,2021-12-28T08:21:23,2021-12-28T17:03:25,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-29,12.8,3.3,9.9,12.8,-0.8,9.2,10,95.5,17.182,100,75,rain,0,0,31.4,19.7,153.7,1016.4,99.5,17,18,1.6,1,,2021-12-29T08:21:34,2021-12-29T17:04:13,0.85,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-30,15.4,8.3,12,15.4,7.4,11.9,11,93.6,0.51,100,29.17,rain,0,0,20.9,9.1,0.5,1024.5,92.1,12.1,32,2.7,1,,2021-12-30T08:21:43,2021-12-30T17:05:03,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2021-12-31,14.2,4.3,8.2,14.2,3.2,7.2,7.1,93.7,0.147,100,8.33,rain,0,0,27,15,157.5,1026.6,25.5,9.2,33.8,2.9,2,,2021-12-31T08:21:49,2021-12-31T17:05:55,0.92,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07486099999,07480099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-01,10.4,2,4.9,10.4,2,4.6,4,94.4,0.008,100,4.17,rain,0,0,13,7.5,81.8,1028.3,45.6,3.7,38.9,3.4,3,,2022-01-01T08:21:52,2022-01-01T17:06:49,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-02,9.5,1.2,5.9,8.1,-0.7,4.4,4.3,89.5,0,0,0,,0,0,30.3,16.6,172.4,1026.5,93.5,18.8,31.3,2.3,1,,2022-01-02T08:21:53,2022-01-02T17:07:46,0,Overcast,Cloudy skies throughout the day.,cloudy,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-03,13.8,4.4,8.2,13.8,3.7,8,5.5,84.2,0,0,0,,0,0,26.9,17.1,171.7,1022.8,93.6,19.9,43.1,3.5,2,,2022-01-03T08:21:51,2022-01-03T17:08:44,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-04,13.5,8.2,11.8,13.5,5.1,11.5,6.2,68.9,0.951,100,16.67,rain,0,0,62.3,38.4,178.1,1007.7,95.2,40.5,46.5,3.6,2,,2022-01-04T08:21:46,2022-01-04T17:09:44,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-05,6.6,2.6,4.5,5.2,-1.7,0.8,0.7,76.8,9.724,100,33.33,rain,0,0,49.6,29.2,338.9,1014.1,93.2,39.5,46.9,3.6,2,,2022-01-05T08:21:38,2022-01-05T17:10:46,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-06,5.1,-0.4,3,1,-3,-1,-0.6,77.7,0.012,100,4.17,rain,0,0,45.8,32.9,346.8,1021,76.5,38.5,33.8,2.7,1,,2022-01-06T08:21:28,2022-01-06T17:11:50,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-07,3.2,-2.2,0.9,0.9,-4,-0.9,-1,87.3,0.282,100,12.5,rain,0,0,27.6,16.5,148.2,1023.7,85.9,15.7,38,2.8,2,,2022-01-07T08:21:15,2022-01-07T17:12:56,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-08,6.6,2.8,4.6,3.8,-0.8,1.6,2.7,87.5,3.57,100,58.33,rain,0,0,48.5,28.5,188.5,1017.9,99.7,28.1,33,2.5,2,,2022-01-08T08:21:00,2022-01-08T17:14:03,0.19,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07486099999,07480099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-09,7,2.5,4.4,3.8,-0.4,2.2,2.1,84.8,4.242,100,58.33,rain,0,0,73,37.9,176.5,1010.8,88.6,32.9,30.4,2.6,2,,2022-01-09T08:20:42,2022-01-09T17:15:12,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-10,6.1,1,3.1,2.7,-2.9,-0.1,1.2,88,0.661,100,25,rain,0,0,38.3,24.8,350.9,1018.6,74.3,23.8,50.3,4.2,3,10,2022-01-10T08:20:21,2022-01-10T17:16:23,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"E4885,07475099999,07481099999,D2904,07477099999,07486099999,07480099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-11,3.2,0.7,1.7,-0.1,-4.4,-2.3,-0.9,82.7,0,0,0,,0,0,30.9,21.2,344.9,1029.7,98.5,17.1,43.4,3.9,2,10,2022-01-11T08:19:58,2022-01-11T17:17:35,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-12,1.9,-1.4,0.4,-0.6,-4.3,-2.6,-2.7,79.9,0,0,0,,0,0,28.6,17.5,349.5,1036.3,91.8,13.7,35.4,3.2,2,10,2022-01-12T08:19:32,2022-01-12T17:18:48,0.32,Overcast,Cloudy skies throughout the day.,cloudy,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-13,1,-3.4,-1.4,-0.4,-6.4,-2.7,-3.4,86.5,0,0,0,,0,0,22.2,13,357.4,1039.4,65.5,6.5,51.5,4.5,4,10,2022-01-13T08:19:03,2022-01-13T17:20:03,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-14,3,-5.7,-2.7,3,-7.4,-3.4,-3.9,91.9,0.008,100,4.17,snow,0,0,11.8,7.7,56.5,1037,22.2,1.8,50.8,4.5,4,10,2022-01-14T08:18:32,2022-01-14T17:21:18,0.38,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,rain,"07475099999,07481099999,D2904,07477099999,07486099999,07480099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-15,-1,-4.7,-3,-1.1,-4.7,-3.2,-3.6,95.8,0.008,100,4.17,snow,0,0,12.1,5.3,51.6,1029.7,39.3,0.5,51.5,4.6,4,10,2022-01-15T08:17:59,2022-01-15T17:22:36,0.42,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-16,-0.2,-4.7,-2.6,-0.2,-6.1,-3.6,-3.3,94.6,0,0,0,,0,0,22.3,12,14.7,1032.7,28.8,2.1,53,4.6,4,10,2022-01-16T08:17:23,2022-01-16T17:23:54,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999,07385099999"
auvergne rhone alpes,2022-01-17,3.2,-2.5,0.5,0,-5.6,-2,-0.4,94.3,0.008,100,4.17,"rain,snow",0,0,34.4,19.8,347.9,1037.4,99.9,6.4,20.1,1.6,1,10,2022-01-17T08:16:44,2022-01-17T17:25:13,0.48,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
auvergne rhone alpes,2022-01-18,4.1,-1.8,2,4.1,-2.3,0.5,-0.1,86.6,0,0,0,,0,0,28.7,16.1,10.8,1034.7,81.8,9.9,22.8,2.1,1,10,2022-01-18T08:16:04,2022-01-18T17:26:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07475099999,07481099999,D2904,07477099999,07480099999,07486099999,07482099999"
